user_id;departure_time;origin;destination
2411;00:21:44;844431.3324 6520823.2025;842930.346171 6520447.476392
2412;00:21:45;844272.5762 6519871.9419;843656.9246 6519834.1696
2413;00:21:45;844393.8087 6519808.1447;844512.440038 6520350.015032
2414;00:21:46;842872.935922 6520868.859801;844194.3295 6519860.1052
2415;00:21:46;842966.987225 6519878.761507;842930.346171 6520447.476392
2416;00:21:46;843409.824 6519795.0649;842930.346171 6520447.476392
2417;00:21:47;844462.989651 6520644.367132;843112.7044 6519866.9951
2418;00:21:47;843894.0257 6520896.1088;843317.6397 6519780.692
2419;00:21:48;842872.935922 6520868.859801;843656.9246 6519834.1696
2420;00:21:48;842966.987225 6519878.761507;843317.6397 6519780.692
2421;00:21:48;843824.621135 6520377.027349;843656.9246 6519834.1696
2422;00:21:50;844341.165194 6520945.856138;844343.432406 6520934.072262
2423;00:21:50;843409.824 6519795.0649;843656.9246 6519834.1696
2424;00:21:50;843146.8685 6519868.9029;843317.6397 6519780.692
2425;00:21:50;844393.8087 6519808.1447;843901.0703 6519866.5502
2427;00:21:50;843112.7681136667 6520072.975295332;843239.396612 6520073.970101
2428;00:21:51;843922.0026 6519835.9383;843317.6397 6519780.692
2429;00:21:51;844431.3324 6520823.2025;844359.524784 6519939.593822
2430;00:21:51;843575.0561 6520807.5462;844343.432406 6520934.072262
2431;00:21:52;842872.935922 6520868.859801;844591.4105 6519934.9879
2432;00:21:52;844341.165194 6520945.856138;843112.7044 6519866.9951
2433;00:21:52;843409.824 6519795.0649;843239.396612 6520073.970101
2434;00:21:53;844393.8087 6519808.1447;843312.089858 6521426.578666
2435;00:21:54;844462.989651 6520644.367132;843901.0703 6519866.5502
2436;00:21:54;842966.987225 6519878.761507;843239.396612 6520073.970101
2437;00:21:54;843245.331788 6520074.849699;842874.672878 6520886.775799
2438;00:21:54;844357.689507 6519884.202588;842874.672878 6520886.775799
2439;00:21:54;844393.8087 6519808.1447;843901.0703 6519866.5502
2440;00:21:55;843561.6331 6519819.7203;844351.726293 6519883.539212
2441;00:21:56;844341.165194 6520945.856138;843703.726664 6519971.126841
2442;00:21:56;843283.17 6521456.1002;844351.726293 6519883.539212
2443;00:21:57;842872.935922 6520868.859801;843901.0703 6519866.5502
2444;00:21:58;844593.286 6520218.2902;843481.8564 6519806.7462
2445;00:21:58;842966.987225 6519878.761507;843481.8564 6519806.7462
2446;00:21:58;844393.8087 6519808.1447;843481.8564 6519806.7462
2447;00:21:59;842872.935922 6520868.859801;844359.524784 6519939.593822
2448;00:22:00;844341.165194 6520945.856138;843703.726664 6519971.126841
2449;00:22:00;842966.987225 6519878.761507;843112.7044 6519866.9951
2450;00:22:00;843409.824 6519795.0649;844591.4105 6519934.9879
2451;00:22:01;844462.989651 6520644.367132;844480.5433 6520450.0164
2452;00:22:01;844431.3324 6520823.2025;843312.089858 6521426.578666
2453;00:22:02;842966.987225 6519878.761507;844351.726293 6519883.539212
2454;00:22:03;843409.824 6519795.0649;843239.396612 6520073.970101
2455;00:22:03;844393.8087 6519808.1447;844343.432406 6520934.072262
2456;00:22:03;844431.3324 6520823.2025;844359.524784 6519939.593822
2457;00:22:04;842872.935922 6520868.859801;844591.4105 6519934.9879
2458;00:22:05;842872.935922 6520868.859801;844512.440038 6520350.015032
2459;00:22:06;844462.989651 6520644.367132;844351.726293 6519883.539212
2460;00:22:07;843409.824 6519795.0649;842874.672878 6520886.775799
2461;00:22:09;842872.935922 6520868.859801;844480.5433 6520450.0164
2462;00:22:09;843283.17 6521456.1002;842930.346171 6520447.476392
2463;00:22:09;844393.8087 6519808.1447;843317.6397 6519780.692
2464;00:22:10;844462.989651 6520644.367132;843901.0703 6519866.5502
2465;00:22:11;844035.4799 6520003.0016;843312.089858 6521426.578666
2466;00:22:12;842872.935922 6520868.859801;843317.6397 6519780.692
2467;00:22:12;842966.987225 6519878.761507;843312.089858 6521426.578666
2468;00:22:13;844462.989651 6520644.367132;844512.440038 6520350.015032
2469;00:22:14;842966.987225 6519878.761507;844351.726293 6519883.539212
2470;00:22:14;844393.8087 6519808.1447;844359.524784 6519939.593822
2471;00:22:16;844393.8087 6519808.1447;843317.6397 6519780.692
2472;00:22:17;842872.935922 6520868.859801;844591.4105 6519934.9879
2473;00:22:18;842966.987225 6519878.761507;842874.672878 6520886.775799
2474;00:22:18;843409.824 6519795.0649;844480.5433 6520450.0164
2475;00:22:19;844462.989651 6520644.367132;843703.726664 6519971.126841
2476;00:22:19;842872.935922 6520868.859801;843703.726664 6519971.126841
2477;00:22:19;844431.3324 6520823.2025;843317.6397 6519780.692
2478;00:22:21;842872.935922 6520868.859801;843656.9246 6519834.1696
2479;00:22:21;843409.824 6519795.0649;844591.4105 6519934.9879
2480;00:22:21;844404.4784 6519817.2823;844351.726293 6519883.539212
2481;00:22:21;844393.8087 6519808.1447;843481.8564 6519806.7462
2482;00:22:22;844462.989651 6520644.367132;843312.089858 6521426.578666
2483;00:22:22;844341.165194 6520945.856138;844480.5433 6520450.0164
2484;00:22:23;842872.935922 6520868.859801;843656.9246 6519834.1696
2485;00:22:24;843409.824 6519795.0649;844351.726293 6519883.539212
2486;00:22:25;844593.286 6520218.2902;842874.672878 6520886.775799
2487;00:22:25;844393.8087 6519808.1447;842874.672878 6520886.775799
2488;00:22:26;844462.989651 6520644.367132;844012.319007 6520299.783916
2489;00:22:26;843922.0026 6519835.9383;843481.8564 6519806.7462
2490;00:22:27;842872.935922 6520868.859801;844194.3295 6519860.1052
2491;00:22:27;842966.987225 6519878.761507;844512.440038 6520350.015032
2492;00:22:27;843409.824 6519795.0649;843317.6397 6519780.692
2493;00:22:31;844462.989651 6520644.367132;843901.0703 6519866.5502
2494;00:22:31;844593.286 6520218.2902;844194.3295 6519860.1052
2495;00:22:31;842966.987225 6519878.761507;843901.0703 6519866.5502
2496;00:22:33;842872.935922 6520868.859801;844359.524784 6519939.593822
2497;00:22:33;844404.4784 6519817.2823;844351.726293 6519883.539212
2498;00:22:34;844593.286 6520218.2902;844591.4105 6519934.9879
2499;00:22:35;842966.987225 6519878.761507;844012.319007 6520299.783916
2500;00:22:35;844431.3324 6520823.2025;844194.3295 6519860.1052
2501;00:22:35;843894.0257 6520896.1088;843317.6397 6519780.692
2502;00:22:36;842872.935922 6520868.859801;844512.440038 6520350.015032
2503;00:22:38;844593.286 6520218.2902;843481.8564 6519806.7462
2504;00:22:37;844145.8167 6520171.1041;843312.089858 6521426.578666
2505;00:22:38;842966.987225 6519878.761507;843703.726664 6519971.126841
2506;00:22:40;844593.286 6520218.2902;844012.319007 6520299.783916
2507;00:22:40;842872.935922 6520868.859801;844512.440038 6520350.015032
2508;00:22:40;842966.987225 6519878.761507;844512.440038 6520350.015032
2509;00:22:40;843245.331788 6520074.849699;844343.432406 6520934.072262
2510;00:22:41;843409.824 6519795.0649;843703.726664 6519971.126841
2511;00:22:42;842872.935922 6520868.859801;842930.346171 6520447.476392
2512;00:22:42;844341.165194 6520945.856138;844512.440038 6520350.015032
2513;00:22:42;842966.987225 6519878.761507;843703.726664 6519971.126841
2514;00:22:42;843561.6331 6519819.7203;843317.6397 6519780.692
2515;00:22:42;844272.5762 6519871.9419;844480.5433 6520450.0164
2516;00:22:43;844393.8087 6519808.1447;843703.726664 6519971.126841
2517;00:22:44;843922.0026 6519835.9383;844351.726293 6519883.539212
2518;00:22:44;842872.935922 6520868.859801;844194.3295 6519860.1052
2519;00:22:44;844341.165194 6520945.856138;844480.5433 6520450.0164
2520;00:22:44;842966.987225 6519878.761507;842874.672878 6520886.775799
2521;00:22:45;844431.3324 6520823.2025;844351.726293 6519883.539212
2522;00:22:45;844325.5189358571 6520103.513570143;842874.672878 6520886.775799
2523;00:22:46;844310.6543 6520533.7723;843312.089858 6521426.578666
2524;00:22:47;842872.935922 6520868.859801;843317.6397 6519780.692
2525;00:22:48;842966.987225 6519878.761507;844512.440038 6520350.015032
2527;00:22:49;844462.989651 6520644.367132;843239.396612 6520073.970101
2528;00:22:49;842872.935922 6520868.859801;843481.8564 6519806.7462
2529;00:22:49;844022.7772 6520080.4604;843112.7044 6519866.9951
2530;00:22:50;842966.987225 6519878.761507;843901.0703 6519866.5502
2531;00:22:50;843409.824 6519795.0649;844194.3295 6519860.1052
2532;00:22:51;844462.989651 6520644.367132;843112.7044 6519866.9951
2533;00:22:52;844393.8087 6519808.1447;843312.089858 6521426.578666
2534;00:22:52;844431.3324 6520823.2025;843317.6397 6519780.692
2535;00:22:52;844413.854 6519947.4684;843703.726664 6519971.126841
2536;00:22:52;843973.1194 6520871.305;842930.346171 6520447.476392
2537;00:22:53;844462.989651 6520644.367132;843239.396612 6520073.970101
2538;00:22:53;842872.935922 6520868.859801;844194.3295 6519860.1052
2539;00:22:53;844341.165194 6520945.856138;843112.7044 6519866.9951
2540;00:22:53;844393.8087 6519808.1447;843656.9246 6519834.1696
2541;00:22:54;843703.084336 6519977.092359;842930.346171 6520447.476392
2542;00:22:54;843200.1362767499 6520539.641970751;844512.440038 6520350.015032
2543;00:22:56;844462.989651 6520644.367132;843901.0703 6519866.5502
2544;00:22:56;842872.935922 6520868.859801;844480.5433 6520450.0164
2545;00:22:56;844393.8087 6519808.1447;843481.8564 6519806.7462
2546;00:22:56;843945.2577 6520070.8655;843312.089858 6521426.578666
2547;00:22:58;842872.935922 6520868.859801;844512.440038 6520350.015032
2548;00:22:58;842966.987225 6519878.761507;844012.319007 6520299.783916
2549;00:22:59;843922.0026 6519835.9383;844351.726293 6519883.539212
2550;00:23:00;844018.253593 6520300.667484;844343.432406 6520934.072262
2551;00:23:00;842966.987225 6519878.761507;844512.440038 6520350.015032
2552;00:23:00;843409.824 6519795.0649;844012.319007 6520299.783916
2553;00:23:01;844462.989651 6520644.367132;842874.672878 6520886.775799
2554;00:23:01;842872.935922 6520868.859801;843481.8564 6519806.7462
2555;00:23:02;844431.3324 6520823.2025;844359.524784 6519939.593822
2556;00:23:03;842966.987225 6519878.761507;843656.9246 6519834.1696
2557;00:23:03;844393.8087 6519808.1447;844359.524784 6519939.593822
2558;00:23:05;844462.989651 6520644.367132;843481.8564 6519806.7462
2559;00:23:05;844431.3324 6520823.2025;844194.3295 6519860.1052
2560;00:23:06;844018.253593 6520300.667484;842930.346171 6520447.476392
2561;00:23:06;843409.824 6519795.0649;843112.7044 6519866.9951
2562;00:23:07;843703.084336 6519977.092359;842874.672878 6520886.775799
2563;00:23:07;842872.935922 6520868.859801;843901.0703 6519866.5502
2564;00:23:08;844341.165194 6520945.856138;844194.3295 6519860.1052
2565;00:23:08;842966.987225 6519878.761507;844343.432406 6520934.072262
2566;00:23:08;843690.4021 6520828.0198;844343.432406 6520934.072262
2567;00:23:09;844462.989651 6520644.367132;843112.7044 6519866.9951
2568;00:23:10;842966.987225 6519878.761507;843703.726664 6519971.126841
2569;00:23:10;843409.824 6519795.0649;844343.432406 6520934.072262
2571;00:23:12;842872.935922 6520868.859801;844343.432406 6520934.072262
2572;00:23:12;844393.8087 6519808.1447;844512.440038 6520350.015032
2573;00:23:13;844341.165194 6520945.856138;843901.0703 6519866.5502
2574;00:23:13;844512.298762 6520356.013368;843901.0703 6519866.5502
2575;00:23:13;842966.987225 6519878.761507;844012.319007 6520299.783916
2576;00:23:14;843922.0026 6519835.9383;843317.6397 6519780.692
2577;00:23:14;844018.253593 6520300.667484;842874.672878 6520886.775799
2578;00:23:15;844462.989651 6520644.367132;842874.672878 6520886.775799
2579;00:23:15;842872.935922 6520868.859801;843656.9246 6519834.1696
2580;00:23:15;842966.987225 6519878.761507;844351.726293 6519883.539212
2581;00:23:15;844393.8087 6519808.1447;842874.672878 6520886.775799
2582;00:23:16;843600.0427 6520204.9602;843312.089858 6521426.578666
2583;00:23:17;842872.935922 6520868.859801;842930.346171 6520447.476392
2584;00:23:17;843561.6331 6519819.7203;844512.440038 6520350.015032
2585;00:23:18;844462.989651 6520644.367132;843112.7044 6519866.9951
2586;00:23:18;844393.8087 6519808.1447;843656.9246 6519834.1696
2587;00:23:19;844341.165194 6520945.856138;843312.089858 6521426.578666
2588;00:23:20;843409.824 6519795.0649;844194.3295 6519860.1052
2589;00:23:21;844393.8087 6519808.1447;843239.396612 6520073.970101
2591;00:23:22;843409.824 6519795.0649;844343.432406 6520934.072262
2592;00:23:22;844431.3324 6520823.2025;843312.089858 6521426.578666
2593;00:23:22;843200.1362767499 6520539.641970751;844343.432406 6520934.072262
2594;00:23:24;844462.989651 6520644.367132;843481.8564 6519806.7462
2595;00:23:24;842872.935922 6520868.859801;843901.0703 6519866.5502
2596;00:23:25;844393.8087 6519808.1447;843656.9246 6519834.1696
2597;00:23:26;844462.989651 6520644.367132;843112.7044 6519866.9951
2598;00:23:26;842872.935922 6520868.859801;844194.3295 6519860.1052
2599;00:23:26;842966.987225 6519878.761507;843481.8564 6519806.7462
2600;00:23:26;843409.824 6519795.0649;843317.6397 6519780.692
2601;00:23:27;842872.935922 6520868.859801;844343.432406 6520934.072262
2602;00:23:27;844512.298762 6520356.013368;842930.346171 6520447.476392
2603;00:23:28;844272.5762 6519871.9419;844351.726293 6519883.539212
2604;00:23:29;843409.824 6519795.0649;843656.9246 6519834.1696
2605;00:23:30;842872.935922 6520868.859801;844194.3295 6519860.1052
2606;00:23:30;844431.3324 6520823.2025;843703.726664 6519971.126841
2607;00:23:31;842872.935922 6520868.859801;844512.440038 6520350.015032
2608;00:23:32;844462.989651 6520644.367132;844480.5433 6520450.0164
2609;00:23:32;843703.084336 6519977.092359;843239.396612 6520073.970101
2610;00:23:32;844512.298762 6520356.013368;843312.089858 6521426.578666
2611;00:23:32;843409.824 6519795.0649;843481.8564 6519806.7462
2612;00:23:32;844431.3324 6520823.2025;844194.3295 6519860.1052
2613;00:23:33;843922.0026 6519835.9383;843317.6397 6519780.692
2614;00:23:33;842872.935922 6520868.859801;843112.7044 6519866.9951
2615;00:23:34;842966.987225 6519878.761507;843312.089858 6521426.578666
2616;00:23:34;843409.824 6519795.0649;844512.440038 6520350.015032
2617;00:23:35;843703.084336 6519977.092359;844512.440038 6520350.015032
2618;00:23:35;842872.935922 6520868.859801;844512.440038 6520350.015032
2619;00:23:35;844393.8087 6519808.1447;843656.9246 6519834.1696
2620;00:23:36;843922.0026 6519835.9383;843656.9246 6519834.1696
2621;00:23:36;842966.987225 6519878.761507;844591.4105 6519934.9879
2622;00:23:37;844462.989651 6520644.367132;844591.4105 6519934.9879
2623;00:23:37;844431.3324 6520823.2025;844194.3295 6519860.1052
2624;00:23:37;843985.1215 6520790.4973;842930.346171 6520447.476392
2625;00:23:38;842872.935922 6520868.859801;844591.4105 6519934.9879
2626;00:23:38;842966.987225 6519878.761507;843317.6397 6519780.692
2627;00:23:38;843409.824 6519795.0649;844343.432406 6520934.072262
2628;00:23:39;843283.17 6521456.1002;844591.4105 6519934.9879
2629;00:23:40;844462.989651 6520644.367132;843239.396612 6520073.970101
2630;00:23:40;842872.935922 6520868.859801;843481.8564 6519806.7462
2631;00:23:40;844357.689507 6519884.202588;844194.3295 6519860.1052
2632;00:23:41;842966.987225 6519878.761507;844343.432406 6520934.072262
2633;00:23:41;843409.824 6519795.0649;842930.346171 6520447.476392
2634;00:23:43;842872.935922 6520868.859801;843481.8564 6519806.7462
2635;00:23:43;844431.3324 6520823.2025;843703.726664 6519971.126841
2636;00:23:44;844462.989651 6520644.367132;842874.672878 6520886.775799
2637;00:23:45;842872.935922 6520868.859801;843239.396612 6520073.970101
2638;00:23:45;844431.3324 6520823.2025;843656.9246 6519834.1696
2639;00:23:47;842872.935922 6520868.859801;843703.726664 6519971.126841
2640;00:23:47;843283.17 6521456.1002;844194.3295 6519860.1052
2642;00:23:48;844462.989651 6520644.367132;842930.346171 6520447.476392
2643;00:23:48;844341.165194 6520945.856138;844591.4105 6519934.9879
2644;00:23:48;843409.824 6519795.0649;844351.726293 6519883.539212
2645;00:23:48;843405.9699 6520824.6968;844512.440038 6520350.015032
2646;00:23:50;844512.298762 6520356.013368;843656.9246 6519834.1696
2647;00:23:51;842966.987225 6519878.761507;844480.5433 6520450.0164
2648;00:23:51;844393.8087 6519808.1447;843239.396612 6520073.970101
2649;00:23:52;843409.824 6519795.0649;843656.9246 6519834.1696
2650;00:23:52;843703.084336 6519977.092359;843312.089858 6521426.578666
2651;00:23:53;842966.987225 6519878.761507;843656.9246 6519834.1696
2652;00:23:54;844462.989651 6520644.367132;844480.5433 6520450.0164
2653;00:23:54;842966.987225 6519878.761507;844480.5433 6520450.0164
2654;00:23:55;843409.824 6519795.0649;843703.726664 6519971.126841
2655;00:23:57;844462.989651 6520644.367132;844359.524784 6519939.593822
2656;00:23:57;844404.5008 6520212.7332;842874.672878 6520886.775799
2657;00:23:58;842872.935922 6520868.859801;843239.396612 6520073.970101
2658;00:23:58;843409.824 6519795.0649;842930.346171 6520447.476392
2659;00:23:58;844393.8087 6519808.1447;844343.432406 6520934.072262
2660;00:23:59;842966.987225 6519878.761507;843481.8564 6519806.7462
2661;00:23:59;844357.689507 6519884.202588;844012.319007 6520299.783916
2662;00:24:00;844341.165194 6520945.856138;844512.440038 6520350.015032
2663;00:24:02;842872.935922 6520868.859801;844194.3295 6519860.1052
2664;00:24:02;844393.8087 6519808.1447;844194.3295 6519860.1052
2665;00:24:03;844462.989651 6520644.367132;844194.3295 6519860.1052
2666;00:24:04;843278.2115 6520037.4793;843481.8564 6519806.7462
2667;00:24:05;844462.989651 6520644.367132;843239.396612 6520073.970101
2668;00:24:05;843922.0026 6519835.9383;844343.432406 6520934.072262
2669;00:24:05;843703.084336 6519977.092359;842874.672878 6520886.775799
2670;00:24:06;842872.935922 6520868.859801;844591.4105 6519934.9879
2671;00:24:06;843409.824 6519795.0649;844480.5433 6520450.0164
2672;00:24:07;844272.5762 6519871.9419;842930.346171 6520447.476392
2673;00:24:07;844393.8087 6519808.1447;844591.4105 6519934.9879
2674;00:24:09;843409.824 6519795.0649;843481.8564 6519806.7462
2675;00:24:13;844462.989651 6520644.367132;843317.6397 6519780.692
2676;00:24:13;842966.987225 6519878.761507;843656.9246 6519834.1696
2677;00:24:14;843409.824 6519795.0649;843312.089858 6521426.578666
2678;00:24:15;844462.989651 6520644.367132;844343.432406 6520934.072262
2679;00:24:15;844341.165194 6520945.856138;843481.8564 6519806.7462
2680;00:24:15;844393.8087 6519808.1447;843112.7044 6519866.9951
2681;00:24:17;842872.935922 6520868.859801;844351.726293 6519883.539212
2682;00:24:18;844462.989651 6520644.367132;843656.9246 6519834.1696
2683;00:24:19;843245.331788 6520074.849699;842930.346171 6520447.476392
2684;00:24:19;844393.8087 6519808.1447;843112.7044 6519866.9951
2685;00:24:19;843762.948942625 6520756.10764425;844512.440038 6520350.015032
2686;00:24:21;842966.987225 6519878.761507;843112.7044 6519866.9951
2687;00:24:22;842872.935922 6520868.859801;842874.672878 6520886.775799
2688;00:24:22;843409.824 6519795.0649;843703.726664 6519971.126841
2689;00:24:22;843972.512 6520400.3058;843112.7044 6519866.9951
2690;00:24:23;844462.989651 6520644.367132;844194.3295 6519860.1052
2691;00:24:23;843245.331788 6520074.849699;844359.524784 6519939.593822
2692;00:24:23;844514.4316 6520166.4457;843703.726664 6519971.126841
2693;00:24:23;843588.0189 6520286.8788;844194.3295 6519860.1052
2694;00:24:24;844341.165194 6520945.856138;844591.4105 6519934.9879
2695;00:24:26;844357.689507 6519884.202588;842874.672878 6520886.775799
2696;00:24:27;842872.935922 6520868.859801;843317.6397 6519780.692
2697;00:24:28;844462.989651 6520644.367132;844591.4105 6519934.9879
2698;00:24:28;844393.8087 6519808.1447;844351.726293 6519883.539212
2699;00:24:30;842872.935922 6520868.859801;843317.6397 6519780.692
2700;00:24:32;842872.935922 6520868.859801;844359.524784 6519939.593822
2701;00:24:32;843409.824 6519795.0649;843703.726664 6519971.126841
2702;00:24:33;844462.989651 6520644.367132;844012.319007 6520299.783916
2703;00:24:33;844393.8087 6519808.1447;843239.396612 6520073.970101
2704;00:24:34;842872.935922 6520868.859801;844591.4105 6519934.9879
2705;00:24:34;843409.824 6519795.0649;842874.672878 6520886.775799
2706;00:24:35;844462.989651 6520644.367132;843901.0703 6519866.5502
2707;00:24:35;843115.4002 6520651.2899;844343.432406 6520934.072262
2708;00:24:37;844462.989651 6520644.367132;842930.346171 6520447.476392
2709;00:24:38;844512.298762 6520356.013368;844012.319007 6520299.783916
2710;00:24:38;842966.987225 6519878.761507;843317.6397 6519780.692
2711;00:24:38;843409.824 6519795.0649;844359.524784 6519939.593822
2712;00:24:39;844462.989651 6520644.367132;843317.6397 6519780.692
2713;00:24:40;842872.935922 6520868.859801;843901.0703 6519866.5502
2714;00:24:40;843245.331788 6520074.849699;843901.0703 6519866.5502
2715;00:24:41;843922.0026 6519835.9383;843481.8564 6519806.7462
2716;00:24:41;844018.253593 6520300.667484;843112.7044 6519866.9951
2717;00:24:41;842872.935922 6520868.859801;843312.089858 6521426.578666
2718;00:24:41;844393.8087 6519808.1447;842930.346171 6520447.476392
2719;00:24:43;843703.084336 6519977.092359;844359.524784 6519939.593822
2720;00:24:43;842872.935922 6520868.859801;843112.7044 6519866.9951
2721;00:24:43;842966.987225 6519878.761507;842930.346171 6520447.476392
2722;00:24:44;844462.989651 6520644.367132;843703.726664 6519971.126841
2723;00:24:45;842872.935922 6520868.859801;844591.4105 6519934.9879
2724;00:24:45;843306.578719 6520377.051166;843656.9246 6519834.1696
2726;00:24:47;842872.935922 6520868.859801;844351.726293 6519883.539212
2727;00:24:47;842930.874029 6520435.488008;844591.4105 6519934.9879
2728;00:24:48;844404.4784 6519817.2823;842930.346171 6520447.476392
2729;00:24:48;844393.8087 6519808.1447;843901.0703 6519866.5502
2730;00:24:49;844272.5762 6519871.9419;842874.672878 6520886.775799
2731;00:24:50;844462.989651 6520644.367132;844343.432406 6520934.072262
2732;00:24:51;843409.824 6519795.0649;843656.9246 6519834.1696
2733;00:24:52;842872.935922 6520868.859801;843239.396612 6520073.970101
2734;00:24:54;843409.824 6519795.0649;844194.3295 6519860.1052
2735;00:24:55;842872.935922 6520868.859801;844012.319007 6520299.783916
2736;00:24:55;844393.8087 6519808.1447;843239.396612 6520073.970101
2737;00:24:55;844038.4706 6520272.9996;842874.672878 6520886.775799
2738;00:24:56;843409.824 6519795.0649;843112.7044 6519866.9951
2739;00:24:57;844462.989651 6520644.367132;843481.8564 6519806.7462
2740;00:24:58;842872.935922 6520868.859801;843703.726664 6519971.126841
2741;00:24:58;844393.8087 6519808.1447;842930.346171 6520447.476392
2742;00:24:59;844462.989651 6520644.367132;844591.4105 6519934.9879
2743;00:24:59;842872.935922 6520868.859801;844512.440038 6520350.015032
2744;00:25:00;844341.165194 6520945.856138;843703.726664 6519971.126841
2745;00:25:00;842966.987225 6519878.761507;844012.319007 6520299.783916
2746;00:25:01;842872.935922 6520868.859801;843703.726664 6519971.126841
2747;00:25:01;844393.8087 6519808.1447;843901.0703 6519866.5502
2748;00:25:03;844393.8087 6519808.1447;844343.432406 6520934.072262
2749;00:25:04;842966.987225 6519878.761507;843481.8564 6519806.7462
2750;00:25:05;844393.8087 6519808.1447;843112.7044 6519866.9951
2751;00:25:06;844462.989651 6520644.367132;844351.726293 6519883.539212
2752;00:25:06;843409.824 6519795.0649;844480.5433 6520450.0164
2753;00:25:06;843127.4920713333 6519894.300567166;843239.396612 6520073.970101
2754;00:25:07;842872.935922 6520868.859801;843656.9246 6519834.1696
2755;00:25:08;843176.3697 6520003.9993;843239.396612 6520073.970101
2756;00:25:10;844341.165194 6520945.856138;844512.440038 6520350.015032
2757;00:25:10;843409.824 6519795.0649;844343.432406 6520934.072262
2758;00:25:10;843561.6331 6519819.7203;843317.6397 6519780.692
2759;00:25:11;842872.935922 6520868.859801;844343.432406 6520934.072262
2760;00:25:12;844393.8087 6519808.1447;843312.089858 6521426.578666
2761;00:25:13;844462.989651 6520644.367132;844351.726293 6519883.539212
2762;00:25:13;843575.0561 6520807.5462;844343.432406 6520934.072262
2763;00:25:14;842872.935922 6520868.859801;843703.726664 6519971.126841
2764;00:25:14;843409.824 6519795.0649;843481.8564 6519806.7462
2765;00:25:15;843561.6331 6519819.7203;844359.524784 6519939.593822
2766;00:25:15;844393.8087 6519808.1447;844512.440038 6520350.015032
2767;00:25:16;842872.935922 6520868.859801;843112.7044 6519866.9951
2768;00:25:17;844462.989651 6520644.367132;844591.4105 6519934.9879
2769;00:25:17;843409.824 6519795.0649;843656.9246 6519834.1696
2770;00:25:18;842872.935922 6520868.859801;843481.8564 6519806.7462
2771;00:25:19;844341.165194 6520945.856138;843317.6397 6519780.692
2772;00:25:20;844462.989651 6520644.367132;842874.672878 6520886.775799
2773;00:25:20;842872.935922 6520868.859801;843312.089858 6521426.578666
2774;00:25:20;844195.2495 6520383.3205;843112.7044 6519866.9951
2775;00:25:21;843245.331788 6520074.849699;843703.726664 6519971.126841
2776;00:25:21;843146.8685 6519868.9029;842930.346171 6520447.476392
2777;00:25:21;843668.8164 6520687.5519;844343.432406 6520934.072262
2778;00:25:22;844272.5762 6519871.9419;843239.396612 6520073.970101
2779;00:25:23;843922.0026 6519835.9383;842930.346171 6520447.476392
2780;00:25:24;844462.989651 6520644.367132;842930.346171 6520447.476392
2781;00:25:24;842872.935922 6520868.859801;844351.726293 6519883.539212
2782;00:25:26;844393.8087 6519808.1447;843656.9246 6519834.1696
2783;00:25:28;844462.989651 6520644.367132;844351.726293 6519883.539212
2784;00:25:28;842872.935922 6520868.859801;844359.524784 6519939.593822
2785;00:25:28;844341.165194 6520945.856138;844591.4105 6519934.9879
2786;00:25:29;843409.824 6519795.0649;843239.396612 6520073.970101
2787;00:25:31;843922.0026 6519835.9383;844012.319007 6520299.783916
2788;00:25:31;842872.935922 6520868.859801;843703.726664 6519971.126841
2789;00:25:31;844393.8087 6519808.1447;844012.319007 6520299.783916
2790;00:25:33;843703.084336 6519977.092359;843312.089858 6521426.578666
2791;00:25:34;844462.989651 6520644.367132;843703.726664 6519971.126841
2792;00:25:34;842872.935922 6520868.859801;843239.396612 6520073.970101
2793;00:25:35;843922.0026 6519835.9383;844194.3295 6519860.1052
2794;00:25:35;843973.1194 6520871.305;843317.6397 6519780.692
2796;00:25:37;844462.989651 6520644.367132;844591.4105 6519934.9879
2797;00:25:39;844462.989651 6520644.367132;842874.672878 6520886.775799
2798;00:25:39;844018.253593 6520300.667484;844351.726293 6519883.539212
2799;00:25:39;842966.987225 6519878.761507;842874.672878 6520886.775799
2800;00:25:40;844393.8087 6519808.1447;844012.319007 6520299.783916
2801;00:25:41;842872.935922 6520868.859801;844512.440038 6520350.015032
2802;00:25:42;844341.165194 6520945.856138;843656.9246 6519834.1696
2803;00:25:42;843283.17 6521456.1002;844591.4105 6519934.9879
2804;00:25:44;842872.935922 6520868.859801;843481.8564 6519806.7462
2805;00:25:45;844341.165194 6520945.856138;842874.672878 6520886.775799
2806;00:25:47;842966.987225 6519878.761507;842930.346171 6520447.476392
2807;00:25:47;843561.6331 6519819.7203;843901.0703 6519866.5502
2808;00:25:50;844341.165194 6520945.856138;842930.346171 6520447.476392
2809;00:25:50;843975.2768128 6519915.8412101995;843312.089858 6521426.578666
2810;00:25:51;842872.935922 6520868.859801;844512.440038 6520350.015032
2811;00:25:51;844357.689507 6519884.202588;844343.432406 6520934.072262
2812;00:25:53;842872.935922 6520868.859801;844343.432406 6520934.072262
2813;00:25:53;844341.165194 6520945.856138;843312.089858 6521426.578666
2814;00:25:54;844462.989651 6520644.367132;844359.524784 6519939.593822
2815;00:25:56;842872.935922 6520868.859801;843901.0703 6519866.5502
2816;00:25:56;842966.987225 6519878.761507;842874.672878 6520886.775799
2817;00:25:56;843146.8685 6519868.9029;844359.524784 6519939.593822
2818;00:25:56;844393.8087 6519808.1447;844343.432406 6520934.072262
